place_id,place_name,category,city,latitude,longitude,rating,user_ratings_total,fame_score,user_type,user_preferences,budget,seasonal_suitability,best_time_to_visit,source
139,Sector J Park DHA,Park,Lahore,31.4603446,74.4139268,4.4,1209,152.99,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
140,Pindi Point Chair Lift Murree,Tourist Attraction,Islamabad,33.8955017,73.3686863,4.4,1195,152.1,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
141,Dhanni Waterfall,Tourist Attraction,Abbottabad,34.4241125,73.6911094,4.3,1177,147.52,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
142,Sector A-1 Jinnah Park,Park,Lahore,31.4572071,74.3197042,4.5,1056,146.23,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
143,Jaulian Buddhist Stupa & Monastery,Tourist Attraction,Islamabad,33.7649588,72.8747358,4.6,989,144.66,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
144,Seaview Beach Karachi,Tourist Attraction,Karachi,24.7612719,67.0655696,4.4,1061,143.32,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
145,Nagrota Park,Park,Sialkot,32.7425783,74.8678702,3.8,1405,142.44,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
146,Sher Shah Park,Park,Wah,33.7672841,72.7644842,4.3,1091,142.03,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
147,Main Park PGECHS,Park,Lahore,31.4414805,74.2861285,4.4,1036,141.62,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
148,Pehchan Mall,Shopping Mall,Islamabad,33.5956607,73.0518561,4.1,1173,140.42,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
149,Passu Cones Viewpoint,Tourist Attraction,Hunza,36.4927743,74.8805713,4.8,849,139.86,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
150,Time Square Plaza,Shopping Mall,Islamabad,33.6673303,73.0754093,4.4,998,139,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
151,Pak China Mall,Shopping Mall,Islamabad,33.6892751,73.0340071,4.2,1079,137.96,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
152,Rustam Park,Park,Lahore,31.5440408,74.2928457,4.2,1076,137.77,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
153,Head Marala - Chenab View Point,Tourist Attraction,Sialkot,32.6697401,74.4666241,4.4,973,137.25,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
154,Yakki Gate,Tourist Attraction,Lahore,31.5832933,74.3278939,4.4,971,137.11,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
155,Sangrela Natural Water Park,Park,Murree,33.8551704,73.3749939,4.3,993,135.5,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
156,Loh-e-Dandi Chillahgah,Mountain,Murree,33.7686875,73.1211875,4.6,861,134.98,"Friends, Adventure","hiking, camping",High,Summer,Morning,Google Maps API (Adaptive AI Filtered Research Model)
157,Basho Valley (Sultanabad Medow),Tourist Attraction,Skardu,35.4531861,75.3108625,4.8,770,133.19,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
158,Lahore Global Village,Tourist Attraction,Lahore,31.4605362,74.2901915,4.1,1048,132.73,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
159,Iqbal Museum,Tourist Attraction,Lahore,31.5693093,74.3405099,4.7,792,132.27,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
160,Jarogo Waterfall Swat Valley,Tourist Attraction,Swat,35.1019371,72.2132092,4.6,822,131.88,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
161,Arif Javed Rao Park,Park,Abbottabad,33.7050884,72.9810076,4.4,897,131.78,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
163,Ankara Park,Park,Murree,33.6917456,73.1123789,4.3,916,130.14,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
164,College Chowk,Tourist Attraction,Sahiwal,30.6731158,73.0925252,4.3,903,129.21,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
165,Faisal Park Mumtazabad,Park,Multan,30.1725534,71.485684,4.1,990,129,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
166,Faqeer Khana Museum,Tourist Attraction,Lahore,31.5832046,74.3096505,4.4,858,128.88,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
167,Muhammad Bin Qasim Park,Park,Islamabad,33.6650909,73.0653856,4.2,929,128.01,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
168,Chenab Park,Park,Multan,30.0737387,71.3140395,4,1020,127.75,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
169,Jheel Park,Park,Karachi,24.8706875,67.0620625,4.3,882,127.7,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
170,Harnoi Waterfall,Tourist Attraction,Murree,34.1368477,73.3226873,4.3,882,127.7,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
171,G-9/4 Park,Park,Islamabad,33.6867723,73.0407122,4.2,922,127.53,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
172,Baradari,Tourist Attraction,Islamabad,33.6969444,73.0175,4.2,792,126.64,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
173,Margalla Hills National Park,Mountain,Islamabad,33.7480588,73.0051055,4.6,753,126.23,"Friends, Adventure","hiking, camping",Medium,All-season,Morning,Google Maps API (Adaptive AI Filtered Research Model)
174,Clock Tower,Tourist Attraction,Lahore,31.362867,74.1864081,4.5,753,123.48,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
175,Askari 7 Park,Park,Islamabad,33.5613005,73.0629406,4.1,902,123.14,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
176,Jammu Srinagar Highway View Point,Tourist Attraction,Sialkot,32.8330442,74.9314057,4.5,743,122.66,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
177,Jamsheed Ansari Park,Park,Karachi,24.9315166,67.1050363,4.3,798,121.47,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
178,"Namli Maira Waterfall, Namli Maira",Tourist Attraction,Murree,34.0933181,73.3970843,4.2,834,121.29,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
179,Katpana Desert,Tourist Attraction,Skardu,35.315784,75.5996709,4.6,694,121.18,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
180,Lughmani Hill View Point,Tourist Attraction,Murree,34.3364287,73.2119817,4.5,724,121.08,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
181,Bilal Park,Park,Murree,33.635806,73.0717022,4.3,786,120.55,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
182,Church Park Nathia Gali,Park,Murree,34.0715961,73.3920991,4.3,785,120.48,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
183,Patriata Chair Lift - Upper Terminal,Tourist Attraction,Murree,33.8693557,73.4698701,4.3,757,118.31,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
184,Siran Valley Mansehra,Tourist Attraction,Abbottabad,34.4862804,73.2661485,4.4,718,117.9,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
185,Umer Block Park,Park,Lahore,31.5084688,74.2843493,4.2,780,117.3,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
186,Mall of Wah,Shopping Mall,Islamabad,33.7581687,72.7385457,4.3,743,117.21,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
187,Sarfaranga Cold Desert Shigar,Tourist Attraction,Skardu,35.3140009,75.7520444,4.6,647,117.01,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
188,Masti Gate,Tourist Attraction,Lahore,31.5875135,74.3168731,4.4,702,116.58,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
189,Park,Park,Islamabad,33.6793694,73.0265636,4.2,701,116.5,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
190,Madina Park,Park,Islamabad,33.7140693,73.0327097,4.4,694,115.91,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
191,Baradari of Kamran Mirza,Tourist Attraction,Lahore,31.6067636,74.2936703,4.2,756,115.48,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
192,Hussaini Bridge Viewpoint,Tourist Attraction,Hunza,36.4221795,74.8796814,4.6,618,114.35,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
193,Mubarak Mandi Park,Park,Sialkot,32.7393379,74.8745093,4.2,740,114.25,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
194,Dharmarajika Stupa And Monastery,Tourist Attraction,Islamabad,33.7445712,72.8421734,4.5,644,114.2,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
195,Kharphocho Fort,Tourist Attraction,Skardu,35.3041366,75.6394362,4.4,661,113.12,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
196,Jhajjar kotli picnic spot,Tourist Attraction,Sialkot,32.8952573,74.9614898,4.1,759,112.95,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
197,Central Park,Park,Lahore,31.4473412,74.3989054,4.3,684,112.46,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
198,Ground,Park,Sialkot,32.2355625,74.1449375,4.3,673,111.55,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
199,Murree Point Mall,Tourist Attraction,Islamabad,33.9035385,73.3906708,4.4,642,111.49,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
200,Nawaz Sharif Park,Park,Lahore,31.467288,74.4325667,4.2,702,111.28,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
201,Jaaz Banda,Hiking/Trail,Swat,35.3971875,72.3051875,4.6,585,111.26,"Friends, Adventure","hiking, adventure, camping",Low,Summer,Morning,Google Maps API (Adaptive AI Filtered Research Model)
202,Turtle Beach Karachi,Tourist Attraction,Karachi,24.8506902,66.8868759,4.5,609,111.05,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
203,"Neelam Point lovers, Pakistan",Lake,Murree,34.0962908,73.498562,4.4,637,111.05,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
204,Liberty Mall,Shopping Mall,Peshawar,34.0085457,71.5112095,4.2,690,110.32,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
205,Italian Shopping Mall,Shopping Mall,Islamabad,33.9953618,72.9430751,4.1,720,110.01,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
206,Crystal Mall,Shopping Mall,Multan,30.2133779,71.4724716,4,754,109.84,"Family, Friends","shopping, dining",Low,Winter,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
207,Canan Park Sahiwal,Park,Sahiwal,30.6572501,73.1037946,4.1,715,109.63,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
208,Tenth Avenue Mall,Shopping Mall,Lahore,31.5192286,74.3523219,4.3,586,108.93,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
209,Bolan Welfare Shopping Complex,Shopping Mall,Quetta,30.2112095,67.0350746,4.1,704,108.79,"Family, Friends","shopping, dining",Low,Winter,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
210,Jinnah Park,Park,Lahore,31.4766858,74.2529631,4.3,637,108.53,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
211,Welcome to Passu Sign & Glacier Viewpoint,Tourist Attraction,Hunza,36.4554271,74.9015792,4.8,509,108.29,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
212,Tramri Commercial Center,Shopping Mall,Islamabad,33.642125,73.1656287,4.1,695,108.09,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
213,Tomb of Nadira Begum,Tourist Attraction,Lahore,31.5483134,74.3619146,4.4,603,108.05,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
214,The MOI Mall,Shopping Mall,Islamabad,33.683058,72.9898448,4.3,630,107.93,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
215,Dunga Gali,Tourist Attraction,Murree,34.0515355,73.4060013,4.7,521,107.28,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
216,Chenab Block Park,Park,Lahore,31.5214701,74.2966043,4.1,667,105.89,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
217,Bissa Waterfall,Tourist Attraction,Islamabad,33.7400216,73.3829047,4.4,553,103.47,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
218,NESPAK Park,Park,Lahore,31.4357204,74.2812617,4.4,552,103.38,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
219,F-11/2 Park,Park,Islamabad,33.6848684,72.9827779,4.3,576,103.2,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
220,Bansara Gali Chair Lift,Tourist Attraction,Islamabad,33.89505,73.3682,4.4,536,101.87,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
221,Sarwar Park,Park,Murree,33.5895855,73.0587732,4,648,101.82,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
222,Argentina Park,Park,Islamabad,33.7195945,73.0838928,4.3,560,101.76,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
223,Karimabad Bazar,Tourist Attraction,Hunza,36.3257123,74.6692091,4.4,528,101.1,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
224,Gabeen Jabba,Tourist Attraction,Swat,35.1722865,72.3744338,4.6,482,100.99,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
225,Chaar Minar Chowrangi,Tourist Attraction,Karachi,24.8823007,67.0672551,4.5,498,100.42,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
226,Chenab West Bank Park,Tourist Attraction,Multan,30.0750588,71.2812584,4.1,594,99.93,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
227,Jaffaria Park,Park,Lahore,31.5379649,74.2806355,4.1,594,99.93,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
228,Kinara Park,Park,Murree,33.6951093,73.1349939,4.3,535,99.46,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
229,Park Paragon City,Park,Lahore,31.5311749,74.4582939,4.3,523,98.34,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
230,Faisal Hills Arc Monument,Tourist Attraction,Islamabad,33.7104152,72.7922756,4.3,437,98.25,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
231,Shahi Bagh,Lake,Swat,35.5671122,72.342005,4.6,453,97.91,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
232,Kumrat Waterfall,Waterfall,Swat,35.5701216,72.1929166,4.6,452,97.8,"Friends, Adventure","sightseeing, photography",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
233,Parade Lane Park,Park,Islamabad,33.5978985,73.0373503,4.3,513,97.39,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
234,Flora Park,Park,Lahore,31.4718569,74.369469,4.3,507,96.82,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
235,F-6/1 Park,Park,Islamabad,33.7230863,73.0717871,4.4,484,96.8,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
236,Babu Sabu,Park,Lahore,31.5392234,74.2605588,4.3,503,96.44,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
237,City Park Skardu,Park,Skardu,35.2842779,75.6438815,4.2,520,95.77,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
238,Lake view park,Park,Abbottabad,33.7318009,72.8350891,4.4,471,95.49,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
239,Noorabad Waterfall,Tourist Attraction,Murree,33.6847428,73.5287523,4.5,446,95.03,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
240,Paye Meadows,Tourist Attraction,Abbottabad,34.6115663,73.4830008,4.8,390,94.79,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
241,"Blue Lake, Nalter",Tourist Attraction,Hunza,36.2365201,74.1002887,4.7,406,94.7,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
242,Islamabad View Point,Lake,Murree,33.6937045,73.0677975,4,556,94.32,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
243,"Ladies Park, Kanju Township",Park,Swat,34.8311837,72.3420276,4.2,504,94.29,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
244,Hussaini Suspension Bridge,Tourist Attraction,Hunza,36.4233709,74.8816199,4.7,400,94,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
245,Deosai Plains,Park,Skardu,35.0264864,75.4135822,4.8,383,93.94,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
246,Matiltan/Ushu Waterfall,Tourist Attraction,Swat,35.6379848,72.6858553,4.6,411,93.26,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
247,Manthal Buddha Rock,Tourist Attraction,Skardu,35.2685451,75.6336077,4.3,470,93.22,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
248,Cham Waterfall,Mountain,Murree,34.1869889,73.9104474,4.7,393,93.17,"Friends, Adventure","hiking, camping",High,Summer,Morning,Google Maps API (Adaptive AI Filtered Research Model)
249,Swiss Avenue F-7/4 Park,Park,Abbottabad,33.7213798,73.0672753,4.4,440,92.3,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
250,Faisal Park Chowk,Park,Lahore,31.5723393,74.3922713,4.2,483,92.3,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
251,Sabri Waterfall,Tourist Attraction,Murree,34.122916,73.4770892,4.5,416,91.78,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
252,Hunza valley Temperature right now Pakistan,Tourist Attraction,Hunza,36.319253,74.6668712,4.7,381,91.74,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
253,Rawal Town Public Park,Park,Islamabad,33.6867999,73.1147496,4.3,448,91.01,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
254,Mall of KPK,Shopping Mall,Peshawar,34.0010148,71.4971761,4.3,445,90.71,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
255,Hassan Park,Park,Lahore,31.4306574,74.2911039,4.1,486,90.39,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
256,Town hall,Tourist Attraction,Sahiwal,30.3421671,73.386262,4.2,457,89.79,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
257,Kalam Glacier,Lake,Swat,35.6053979,72.6896195,4.6,381,89.79,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
258,Shahbaz Sharif Forest Park,Tourist Attraction,Sahiwal,30.636611,73.480739,4.2,455,89.59,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
259,Eagle?? Nest Point,Tourist Attraction,Hunza,36.3244352,74.6902738,4.3,363,89.55,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
260,Jabbri Bridge KPK,Tourist Attraction,Islamabad,33.8957618,73.1627144,4.5,394,89.32,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
261,Sajikot Waterfall,Waterfall,Islamabad,34.0009207,73.2776259,4.5,383,88.07,"Friends, Adventure","sightseeing, photography",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
262,Rahat Park,Park,Sahiwal,30.5298082,72.6924187,4.1,460,87.94,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
263,Media Town D Block Park,Park,Murree,33.5585757,73.1257028,4.2,430,87.09,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
264,Saifullah Lake,Lake,Swat,35.7211135,72.6439495,4.7,343,87.05,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
265,Park D-block,Park,Lahore,31.4314885,74.3426602,4.2,429,86.99,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
266,Tanki Wala Park,Park,Sahiwal,30.674044,73.079932,3.9,495,86.77,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
267,Walayat Abad Playground,Park,Multan,30.1762094,71.4467445,4.1,447,86.68,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
268,Shumber Waterfall,Tourist Attraction,Islamabad,33.7880127,73.1517393,4.3,406,86.64,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
269,Margalla Town Phase-2 Park,Park,Murree,33.6665171,73.104463,4.5,367,86.21,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
270,Sukh chayn,Park,Abbottabad,33.713598,73.0996893,4.6,343,85.19,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
271,Citi Shopper Super Mall,Shopping Mall,Islamabad,33.994159,72.9232232,4.1,431,85.12,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
272,Doonga park,Park,Lahore,31.419598,74.3650241,4.1,419,83.92,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
273,Executive Lodges Park,Park,Islamabad,33.5468412,73.1189499,4.4,359,83.37,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
274,Chaukhandi Tombs,Tourist Attraction,Karachi,24.8643838,67.2714356,4.4,359,83.37,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
275,Badgoi Pass,Mountain,Swat,35.4938888,72.3614633,4.8,300,83.14,"Friends, Adventure","hiking, camping",High,Summer,Morning,Google Maps API (Adaptive AI Filtered Research Model)
276,Bahu Fort Park,Park,Sialkot,32.7249255,74.8768727,4.3,366,82.26,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
277,Dinosaur Park,Park,Murree,33.5735194,73.1105682,4.3,365,82.15,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
278,Sok Valley,Tourist Attraction,Skardu,35.4160991,75.4444091,4.7,304,81.95,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
279,Qasim Bagh,Tourist Attraction,Multan,30.1998429,71.4750366,4.3,362,81.81,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
280,"Urak Valley,Quetta",Tourist Attraction,Quetta,30.2754484,67.1922814,4.3,361,81.7,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
